Date,Startup Name,Vertical,SubVertical,City Location,Investors,Round,Amount,Startup Names,Industries,Funding Rounds,Investment Amount,Valuation,Number of Investors,Country,Year Founded,Growth Rate (%)
2015-07-23,JetSetGo,Private Jet/ Helicopter Marketplace,,New Delhi,YourWeCan Ventures,Seed Funding,0.0,Startup_2640,AI,6,4048647597.58,16949550255.249056,45,Singapore,2018,157.9
2015-07-24,BroEx,Real Estate Broker network App,,Gurgaon,Lightspeed India,Private Equity,13.6,Startup_2641,Blockchain,10,77914554.33,153670782.25341064,50,UK,2005,194.15
2015-07-25,Shopatplaces,Ethnic/ Traditional Fashion Store,,New Delhi,Indian Angel Network,Seed Funding,0.0,Startup_2642,Blockchain,1,4308533150.91,16512695367.08524,49,China,2013,50.18
2015-07-25,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Equity,204.0,Startup_2643,SaaS,10,4355238916.27,11748696740.105526,16,France,2008,32.2
2015-07-27,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Equity,81.6,Startup_2644,EdTech,4,2851978675.5,12471807689.05202,37,UK,2000,43.71
2015-07-27,Townrush,B2B logistics delivery platform,,Bangalore,Lightspeed Venture Partners,Seed Funding,0.0,Startup_2645,E-commerce,4,3587718687.55,5511853006.755922,19,Australia,2007,93.32
2015-07-27,Locus,Logistics Automation Platform,,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,0.0,Startup_2646,Biotech,4,1210610680.36,2005817765.6269617,26,Australia,2012,85.46
2015-07-27,Bevy,Online Hiring Platform,,Bangalore,Varun Agarwal & Others,Seed Funding,0.0,Startup_2647,Biotech,5,526941130.25,844548593.0670581,39,China,2013,131.09
2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,1360.0,Startup_2648,E-commerce,6,2936679733.92,5296374529.119666,5,Brazil,2001,129.44
2015-07-28,Flipkartcom,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Equity,9520.0,Startup_2649,Biotech,4,2025779316.39,6592028720.258669,42,Brazil,2020,50.24
2015-07-28,Opinio,Hyperlocal food & grocery store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,17.68,Startup_2650,SaaS,1,3832614020.12,16106627065.819096,24,Brazil,2016,78.7
2015-07-28,Zoctr,Health-Tech platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,13.6,Startup_2651,E-commerce,7,4493334862.88,20523195721.60325,48,Germany,2021,95.26
2015-07-29,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,27.2,Startup_2652,HealthTech,2,1182104313.85,2290350561.727333,19,Germany,2007,30.48
2015-07-29,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,32.64,Startup_2653,EdTech,9,3313080506.11,8777077586.91022,40,Singapore,2023,181.79
2015-07-29,Zovicom Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,680.0,Startup_2654,Biotech,7,2038923732.84,5108030293.603264,23,China,2016,174.39
2015-07-29,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,16.32,Startup_2655,E-commerce,5,4431337776.32,11888552374.626877,6,Australia,2012,196.08
2015-07-30,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,8.16,Startup_2656,SaaS,2,2714033335.0,9735412722.03032,35,Canada,2008,25.1
2015-07-30,Pragmatix,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,32.64,Startup_2657,AI,8,2490561749.78,7521078524.903223,48,Brazil,2015,63.9
2015-07-30,Droomin,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Equity,217.6,Startup_2658,Blockchain,5,776748700.22,2292212286.2041545,21,USA,2015,152.92
2015-07-30,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,2.2848,Startup_2659,HealthTech,9,1615326454.84,4540302860.400064,34,Australia,2019,183.34
2015-07-30,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,2.2848,Startup_2660,SaaS,1,3585126545.09,10945043993.273916,9,Brazil,2023,101.63
2015-07-30,Wassup,On-Demand Laundry & Dry cleaning App,,Chennai,B S Nagesh,Private Equity,0.0,Startup_2661,Blockchain,7,4851551992.98,14071679554.42896,42,Australia,2014,69.86
2015-07-30,Cartisan,On-Demand Car services App,,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,0.0,Startup_2662,EdTech,8,3814810045.79,17567694597.886135,3,Australia,2007,172.47
2015-07-31,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,6.8,Startup_2663,SaaS,5,4513799168.37,7954901051.478139,27,USA,2003,137.44
2015-07-31,TripFactory,Online Curated Holiday package bookings,,Bangalore,"Aarin Capital Partners,",Private Equity,0.0,Startup_2664,Fintech,2,4897726903.35,15233558168.549513,49,Singapore,2006,131.48
2015-07-31,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,27.2,Startup_2665,Biotech,1,237864472.36,1076623455.9661496,30,France,2000,169.03
2015-07-31,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,68.0,Startup_2666,EdTech,9,2167353310.25,8340251500.155199,10,India,2010,47.97
2015-06-01,Vyomo,Beauty and Wellness Platform,,New Delhi,Aprameya Radhakrishna,Seed Funding,0.0,Startup_2667,Blockchain,6,4400949926.06,21340427257.12328,45,China,2022,52.55
2015-06-01,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,81.6,Startup_2668,Blockchain,6,4327718656.23,10460231513.346724,42,Germany,2007,185.41
2015-06-01,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,6.8,Startup_2669,E-commerce,4,876563421.8,3694277486.7643,27,Singapore,2020,88.56
2015-06-01,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,54.4,Startup_2670,HealthTech,9,2824766278.37,11005619128.956556,49,UK,2013,10.35
2015-06-01,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Seed Funding,4.76,Startup_2671,EdTech,2,4480050896.16,20310927330.66192,29,Singapore,2020,22.24
2015-06-01,CredR,Used two-wheeler Marketplace,,Mumbai,GrowthStory,Seed Funding,0.0,Startup_2672,EdTech,8,1050073661.54,3740813295.102129,24,Brazil,2022,183.19
2015-06-01,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,13.6,Startup_2673,EdTech,1,2429230753.84,6371034874.783487,10,Australia,2015,141.05
2015-06-01,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,7.48,Startup_2674,Biotech,8,603427737.95,2674345523.931409,1,UK,2014,108.99
2015-06-01,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,6.8,Startup_2675,Fintech,2,2956599720.86,12435619378.496,42,USA,2020,97.66
2015-06-02,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Equity,476.0,Startup_2676,EdTech,4,2570179771.52,9374909963.664371,29,India,2005,85.47
2015-06-02,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Seed Funding,4.76,Startup_2677,HealthTech,10,3503453574.26,6032481308.408968,25,UK,2021,90.78
2015-06-02,Karma Healthcare,Tech-enabled Rural Healthcare Services,,Udaipur,Ennovent Impact Investment Holding,Private Equity,0.0,Startup_2678,HealthTech,5,4094569123.87,13140070139.907469,32,India,2022,87.19
2015-06-03,Entropy Innovations,Engineering Innovations,,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,0.0,Startup_2679,E-commerce,2,2191814398.17,7512436443.716476,40,Canada,2004,17.11
2015-06-03,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,40.8,Startup_2680,Blockchain,3,4603680241.69,15455677993.044558,5,Australia,2014,88.03
2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Seed Funding,1.36,Startup_2681,HealthTech,10,564772365.29,2130026379.29437,35,Canada,2001,128.75
2015-06-03,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Equity,204.0,Startup_2682,Biotech,7,156348650.81,370965113.13620174,39,Australia,2016,104.8
2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,2.04,Startup_2683,E-commerce,1,898012736.54,2045745414.8978837,19,Brazil,2014,132.0
2015-06-03,MyPoolin,P2P Payments platform,,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,0.0,Startup_2684,AI,1,216293522.3,770142016.7251081,31,Canada,2002,106.19
2015-06-03,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,3.4,Startup_2685,AI,2,4097148579.66,11865202881.73892,30,UK,2012,124.22
2015-06-03,KAARYAH,Women Lifestyle Marketplace,,Gurgaon,Ratan Tata,Seed Funding,0.0,Startup_2686,Fintech,2,1371132010.03,6115591121.79873,21,Australia,2012,60.64
2015-06-04,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,1863.2,Startup_2687,EdTech,10,3287039030.72,13388898861.767616,7,Brazil,2013,77.05
2015-06-04,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Equity,13.6,Startup_2688,E-commerce,10,422411014.8,1284724449.680949,15,USA,2009,11.64
2015-06-04,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,272.0,Startup_2689,E-commerce,9,3235752088.88,8680452707.832521,36,Singapore,2005,128.01
2015-06-04,Flipkart,eCommerce platform,,Bangalore,Morgan Stanley,Private Equity,680.0,Startup_2690,AI,9,239006518.7,384536788.4728643,50,UK,2023,150.15
2015-06-05,kWatt Solutions,Renewable energy solutions,,Mumbai,Undisclosed,Seed Funding,6.8,Startup_2691,AI,2,1949243114.6,6502779858.342963,37,Brazil,2013,56.45
2015-06-05,Medwell Ventures,Healthcare\\nService provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,136.0,Startup_2692,SaaS,10,1082713530.92,3056291124.0915837,12,UK,2013,38.13
2015-06-05,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Equity,68.0,Startup_2693,SaaS,4,4614574830.81,7265477151.1318655,4,Brazil,2023,146.69
2015-06-08,PosterGully,Artist / Designer Marketplace,,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,0.0,Startup_2694,HealthTech,3,2956746412.73,12162726867.149944,33,Germany,2010,5.43
2015-06-08,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,544.0,Startup_2695,HealthTech,1,2502708713.98,4333159814.096533,22,Canada,2009,23.36
2015-06-09,Clovia,Private Label lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Equity,68.0,Startup_2696,E-commerce,3,4709247325.68,17086004567.88028,6,Singapore,2010,92.77
2015-06-09,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,224.4,Startup_2697,Fintech,4,4084474569.81,7700359763.510019,50,China,2015,53.94
2015-06-09,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Seed Funding,3.1824,Startup_2698,Fintech,8,3478166732.7,15761662895.76209,27,Singapore,2007,87.24
2015-06-09,Printland,Online Printing Services,,New Delhi,SIDBI Venture Capital Ltd,Private Equity,0.0,Startup_2699,SaaS,3,3758881579.62,15934219934.105034,1,UK,2022,59.14
2015-06-09,Teritree,Digital Marketing Services,,Bangalore,KCL,Seed Funding,1.904,Startup_2700,HealthTech,4,3518828277.21,5647415017.958584,2,France,2000,120.67
2015-06-10,Guiddoo,Travel Guide Mobile App,,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,0.0,Startup_2701,HealthTech,3,23488030.68,95254761.07302973,42,USA,2012,20.07
2015-06-10,Voonik,Fashion Ecommerce store,,Bangalore,"Sequoia Capital, Seedfund",Private Equity,68.0,Startup_2702,Blockchain,2,2401735473.04,11768068461.18437,15,Canada,2010,23.25
2015-06-11,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,4.76,Startup_2703,AI,2,643498455.3,1785493470.5706944,2,India,2007,198.72
2015-06-11,Faircentcom,Peer to Peer Lending platform,,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,3.4,Startup_2704,Blockchain,4,275914615.63,793359852.1686879,32,USA,2009,176.07
2015-06-12,La Renon,Global Healthcare products,,Ahmedabad,Sequoia Capital,Private Equity,217.6,Startup_2705,Biotech,10,654484916.49,1141797295.79254,7,Canada,2002,38.21
2015-06-15,Homelane,Home Furnishing Solutions,,Bangalore,Sequoia Capital,Private Equity,680.0,Startup_2706,EdTech,4,2659775354.67,12546710318.428787,41,UK,2002,28.12
2015-06-15,iSTAR,Skill Training & Placement Platform,,Bangalore,Unitus Seed Fund,Private Equity,0.0,Startup_2707,Biotech,9,2323009020.65,5348451776.100294,8,Singapore,2013,91.45
2015-06-15,Shippr,Intra-City Logistics service,,Bangalore,i2india Pvt Ltd,Seed Funding,6.8,Startup_2708,Blockchain,10,626799810.21,2009169415.383499,30,Brazil,2005,151.23
2015-06-16,FoodAbhi,online tiffin service aggregator,,Mumbai,Group of angel investors,Seed Funding,0.0,Startup_2709,EdTech,8,3501521171.0,15529740024.968998,18,Australia,2006,91.51
2015-06-16,Karma Recycling,Electronic Goods recycling service,,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,0.0,Startup_2710,SaaS,3,478600358.68,2000084681.3154008,50,India,2002,22.91
2015-06-16,CouponRaja,Online Coupon & comparison platform,,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,6.8,Startup_2711,Blockchain,4,578715363.58,1001604050.4190092,22,France,2018,86.86
2015-06-17,Babychakra,Parents & Kids Online platform,,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,0.0,Startup_2712,HealthTech,3,2769059909.93,4297929245.481499,12,Canada,2006,62.58
2015-06-17,Jiffstore,Online Grocery platform,,Bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,0.0,Startup_2713,SaaS,2,1620999425.28,2827085665.258265,41,India,2013,82.76
2015-06-17,MyDentist,Dental Clinic chain,,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,111.52,Startup_2714,Blockchain,2,319378955.71,1459884009.79777,40,China,2022,171.06
2015-06-18,Moovo,On-Demand Logistics Service,,New Delhi,YouWeCan Ventures,Seed Funding,0.0,Startup_2715,AI,2,1695729927.63,6910848650.9010935,14,France,2001,160.79
2015-06-18,Fracktal Works,3D Printer Manufacturer,,Bangalore,Neoteric Infomatique Limited,Private Equity,40.8,Startup_2716,Fintech,7,1311783717.7,6172028658.46198,41,USA,2015,75.95
2015-06-18,Hansa Customer Equity,IT / Customer Engagement Consulting,,Mumbai,ASK Pravi,Private Equity,68.0,Startup_2717,Blockchain,9,1481913435.15,6919388479.916658,4,France,2021,65.57
2015-06-18,HealthifyMe,Health & Fitness App,,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,0.0,Startup_2718,Blockchain,1,1275426281.2,3023151377.847096,18,France,2008,32.54
2015-06-18,CAKARTin,Online Education Marketplace,,Bangalore,Sunil Maheshwari & group of investors,Seed Funding,0.0,Startup_2719,Blockchain,5,860615822.82,1941754889.178765,2,France,2003,163.97
2015-06-19,Housejoy,Home services marketplace,,Bangalore,Matrix Partners,Private Equity,54.4,Startup_2720,AI,1,456106057.78,737107086.3911829,41,Germany,2007,49.26
2015-06-19,FundsIndiacom,Financial Services Platform,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,149.6,Startup_2721,EdTech,4,1532863104.44,2971811650.919037,12,Singapore,2012,19.71
2015-06-20,Cupick,Social Network for Artists,,Bangalore,Group of Angel Investors from US/India,Seed Funding,1.632,Startup_2722,HealthTech,10,2801796473.25,13657715801.076904,13,Brazil,2016,128.6
2015-06-20,Tracxn,Startup funding platform,,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,136.0,Startup_2723,Blockchain,10,3391170296.67,11168062892.139076,23,USA,2017,173.68
2015-06-21,Holachef,Food Delivery Platform,,Mumbai,"Kalaari Capital, India Quotient",Private Equity,42.16,Startup_2724,AI,8,3275439751.78,13748919233.651888,31,India,2008,120.61
2015-06-22,elong,Data Driven recruitment recommendation,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,68.0,Startup_2725,EdTech,2,2960041007.92,9312217306.13649,20,Australia,2003,196.65
2015-06-22,Ixigo,Travel Search Engine,,Gurgaon,Micromax Informatics,Private Equity,0.0,Startup_2726,E-commerce,2,4559096631.56,12877017057.92176,12,Canada,2016,135.84
2015-06-22,SkillAngels,Brain Games Platform,,Chennai,Sprout Angels LLP,Seed Funding,0.0,Startup_2727,E-commerce,6,4525290068.57,12809761715.875746,3,India,2021,17.63
2015-06-22,Vidgyor,Video Advertisement Platform,,Bangalore,AngelPrime,Seed Funding,6.8,Startup_2728,SaaS,10,2583963142.98,6430207102.2498045,38,Singapore,2003,111.38
2015-06-22,Banihal,Algorithmic Match Making Platform,,New Delhi / California,Dr David Cheriton,Seed Funding,0.0,Startup_2729,AI,10,3959916709.78,11843278098.942623,15,Canada,2022,103.99
2015-06-23,Goodservice,Mobile Chat based concierge service,,New Delhi,Sequoia Capital,Private Equity,21.76,Startup_2730,Blockchain,8,3086948031.11,6322887947.973665,11,UK,2021,99.78
2015-06-23,Treebo,Online Budget Hotel Booking Service,,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,81.6,Startup_2731,EdTech,9,3247853685.43,10708824152.268696,49,Australia,2022,116.06
2015-06-23,EduKart,Online education marketplace,,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,13.6,Startup_2732,HealthTech,2,3020382508.4,14719531763.33374,11,Canada,2018,161.02
2015-06-23,Healthianscom,Preventive healthcare services,,Hyderabad,YouWeCan Ventures,Seed Funding,0.0,Startup_2733,Biotech,1,1756047498.06,8099017432.628383,29,Canada,2007,21.75
2015-06-24,LabInApp,Science Learning App,,Bangalore,Unitus Seed Fund,Seed Funding,0.0,Startup_2734,Blockchain,2,3591630802.91,8823974654.92448,11,India,2007,25.11
2015-06-24,Syona Cosmetics,Beauty and Wellness platform,,Chennai,Chennai Angels,Seed Funding,0.0,Startup_2735,SaaS,10,3852081113.87,13304005612.803516,8,Canada,2003,133.6
2015-06-24,Sigrid Education,Online Education Platform,,Noida,Oliphans Capital,Seed Funding,0.0,Startup_2736,AI,8,3574914491.14,14854242865.472967,15,China,2016,161.63
2015-06-24,Indix,SaaS product intelligence platform,,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,204.0,Startup_2737,E-commerce,4,1616644549.92,7200546183.102871,30,France,2005,197.05
2015-06-24,The Porter,Logistics Tech,,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,74.8,Startup_2738,SaaS,1,216005596.03,681328378.3868569,33,Singapore,2020,18.71
2015-06-24,Retentionai,App Analytics platform,,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,6.8,Startup_2739,Blockchain,4,1319539107.18,4395300412.266863,22,Canada,2009,58.12
2015-06-25,Fusion Microfinance,Micro Finance Platform,,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,116.96,Startup_2740,HealthTech,8,3650251683.89,9738036975.648125,25,USA,2013,20.24
2015-06-25,Zinka,Freight logistics platform,,Bangalore,"Accel Partners, Flipkart",Private Equity,81.6,Startup_2741,Biotech,8,2496351244.72,10574816873.05017,32,India,2005,187.68
2015-06-26,CreditMantri,Credit Management Services,,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,34.0,Startup_2742,Biotech,7,2115102971.63,6155651110.470931,10,China,2013,9.5
